
Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2017,Iraq,Afghanistan,Asylum-seekers,107
2017,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",11
2017,Iraq,Albania,Asylum-seekers,1
2017,Iraq,Bangladesh,Asylum-seekers,2
2017,Iraq,Bahrain,Asylum-seekers,39
2017,Iraq,Algeria,Asylum-seekers,2
2017,Iraq,Egypt,Asylum-seekers,23
2017,Iraq,Eritrea,Asylum-seekers,1
2017,Iraq,Eritrea,"Refugees (incl. refugee-like situations)",4
2017,Iraq,Ethiopia,Asylum-seekers,4
2017,Iraq,Ethiopia,"Refugees (incl. refugee-like situations)",2
2017,Iraq,Indonesia,Asylum-seekers,3
2017,Iraq,"Iran (Islamic Rep. of)",Asylum-seekers,6317
2017,Iraq,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",7143
2017,Iraq,Iraq,"Internally displaced persons",2615988
2017,Iraq,Iraq,"Returned IDPs",1546586
2017,Iraq,Iraq,"Returned refugees",872
2017,Iraq,Jordan,Asylum-seekers,3
2017,Iraq,Jordan,"Refugees (incl. refugee-like situations)",9
2017,Iraq,Kazakhstan,Asylum-seekers,2
2017,Iraq,Kyrgyzstan,Asylum-seekers,6
2017,Iraq,Kuwait,Asylum-seekers,131
2017,Iraq,Lebanon,Asylum-seekers,5
2017,Iraq,Morocco,Asylum-seekers,4
2017,Iraq,Morocco,"Refugees (incl. refugee-like situations)",1
2017,Iraq,Pakistan,Asylum-seekers,45
2017,Iraq,Philippines,Asylum-seekers,1
2017,Iraq,Palestinian,Asylum-seekers,136
2017,Iraq,Palestinian,"Refugees (incl. refugee-like situations)",7865
2017,Iraq,Romania,Asylum-seekers,1
2017,Iraq,"Saudi Arabia",Asylum-seekers,8
2017,Iraq,Sudan,Asylum-seekers,890
2017,Iraq,Sudan,"Refugees (incl. refugee-like situations)",64
2017,Iraq,Somalia,Asylum-seekers,8
2017,Iraq,"South Sudan",Asylum-seekers,14
2017,Iraq,"South Sudan","Refugees (incl. refugee-like situations)",2
2017,Iraq,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",247057
2017,Iraq,Tunisia,Asylum-seekers,6
2017,Iraq,Turkey,Asylum-seekers,5191
2017,Iraq,Turkey,"Refugees (incl. refugee-like situations)",15514
2017,Iraq,Ukraine,Asylum-seekers,1
2017,Iraq,Uzbekistan,Asylum-seekers,3
2017,Iraq,Stateless,"Stateless persons",47630
2017,Iraq,Yemen,Asylum-seekers,84
2017,Iceland,Afghanistan,Asylum-seekers,6
2017,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",44
2017,Iceland,Albania,Asylum-seekers,19
2017,Iceland,Albania,"Refugees (incl. refugee-like situations)",6
2017,Iceland,Armenia,Asylum-seekers,1
2017,Iceland,Azerbaijan,Asylum-seekers,5
2017,Iceland,Bangladesh,Asylum-seekers,5
2017,Iceland,Bangladesh,"Refugees (incl. refugee-like situations)",1
2017,Iceland,"Bosnia and Herzegovina",Asylum-seekers,6
2017,Iceland,Belarus,Asylum-seekers,1
2017,Iceland,Belarus,"Refugees (incl. refugee-like situations)",2
2017,Iceland,China,Asylum-seekers,2
2017,Iceland,China,"Refugees (incl. refugee-like situations)",3
2017,Iceland,"Côte d'Ivoire",Asylum-seekers,1
2017,Iceland,Cameroon,"Refugees (incl. refugee-like situations)",2
2017,Iceland,"Dem. Rep. of the Congo",Asylum-seekers,1
2017,Iceland,Colombia,Asylum-seekers,2
2017,Iceland,Algeria,Asylum-seekers,6
2017,Iceland,Algeria,"Refugees (incl. refugee-like situations)",1
2017,Iceland,Eritrea,Asylum-seekers,1
2017,Iceland,Eritrea,"Refugees (incl. refugee-like situations)",11
2017,Iceland,Ethiopia,"Refugees (incl. refugee-like situations)",2
2017,Iceland,Georgia,Asylum-seekers,68
2017,Iceland,Georgia,"Refugees (incl. refugee-like situations)",4
2017,Iceland,Ghana,Asylum-seekers,6
2017,Iceland,Ghana,"Refugees (incl. refugee-like situations)",2
2017,Iceland,Guinea,Asylum-seekers,1
2017,Iceland,Guatemala,Asylum-seekers,1
2017,Iceland,Honduras,Asylum-seekers,1
2017,Iceland,Honduras,"Refugees (incl. refugee-like situations)",1
2017,Iceland,India,Asylum-seekers,1
2017,Iceland,India,"Refugees (incl. refugee-like situations)",1
2017,Iceland,"Iran (Islamic Rep. of)",Asylum-seekers,16
2017,Iceland,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",33
2017,Iceland,Iraq,Asylum-seekers,64
2017,Iceland,Iraq,"Refugees (incl. refugee-like situations)",70
2017,Iceland,Jordan,Asylum-seekers,1
2017,Iceland,Kazakhstan,Asylum-seekers,1
2017,Iceland,Kazakhstan,"Refugees (incl. refugee-like situations)",3
2017,Iceland,Kenya,"Refugees (incl. refugee-like situations)",3
2017,Iceland,Kyrgyzstan,Asylum-seekers,2
2017,Iceland,Libya,Asylum-seekers,4
2017,Iceland,Libya,"Refugees (incl. refugee-like situations)",3
2017,Iceland,"Sri Lanka",Asylum-seekers,1
2017,Iceland,"Sri Lanka","Refugees (incl. refugee-like situations)",5
2017,Iceland,Morocco,Asylum-seekers,8
2017,Iceland,Morocco,"Refugees (incl. refugee-like situations)",3
2017,Iceland,"Rep. of Moldova","Refugees (incl. refugee-like situations)",2
2017,Iceland,"The former Yugoslav Republic of Macedonia",Asylum-seekers,10
2017,Iceland,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",4
2017,Iceland,Mali,Asylum-seekers,1
2017,Iceland,Mali,"Refugees (incl. refugee-like situations)",2
2017,Iceland,Myanmar,Asylum-seekers,1
2017,Iceland,Montenegro,Asylum-seekers,1
2017,Iceland,Mongolia,Asylum-seekers,4
2017,Iceland,Mauritania,"Refugees (incl. refugee-like situations)",2
2017,Iceland,Nigeria,Asylum-seekers,3
2017,Iceland,Nigeria,"Refugees (incl. refugee-like situations)",6
2017,Iceland,Nepal,"Refugees (incl. refugee-like situations)",2
2017,Iceland,Pakistan,Asylum-seekers,12
2017,Iceland,Pakistan,"Refugees (incl. refugee-like situations)",11
2017,Iceland,Palestinian,Asylum-seekers,8
2017,Iceland,Palestinian,"Refugees (incl. refugee-like situations)",10
2017,Iceland,"Russian Federation",Asylum-seekers,6
2017,Iceland,"Russian Federation","Refugees (incl. refugee-like situations)",11
2017,Iceland,Sudan,Asylum-seekers,2
2017,Iceland,Sudan,"Refugees (incl. refugee-like situations)",1
2017,Iceland,Senegal,Asylum-seekers,4
2017,Iceland,Senegal,"Refugees (incl. refugee-like situations)",2
2017,Iceland,"El Salvador",Asylum-seekers,4
2017,Iceland,"El Salvador","Refugees (incl. refugee-like situations)",8
2017,Iceland,Somalia,Asylum-seekers,17
2017,Iceland,Somalia,"Refugees (incl. refugee-like situations)",13
2017,Iceland,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,15
2017,Iceland,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",3
2017,Iceland,"South Sudan",Asylum-seekers,4
2017,Iceland,"Syrian Arab Rep.",Asylum-seekers,5
2017,Iceland,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",58
2017,Iceland,Chad,"Refugees (incl. refugee-like situations)",2
2017,Iceland,Tajikistan,Asylum-seekers,1
2017,Iceland,Turkey,Asylum-seekers,2
2017,Iceland,Turkey,"Refugees (incl. refugee-like situations)",1
2017,Iceland,Uganda,Asylum-seekers,1
2017,Iceland,Uganda,"Refugees (incl. refugee-like situations)",1
2017,Iceland,Ukraine,Asylum-seekers,7
2017,Iceland,Ukraine,"Refugees (incl. refugee-like situations)",15
2017,Iceland,Uzbekistan,"Refugees (incl. refugee-like situations)",1
2017,Iceland,"Venezuela (Bolivarian Republic of)",Asylum-seekers,1
2017,Iceland,Stateless,Asylum-seekers,1
2017,Iceland,Stateless,"Refugees (incl. refugee-like situations)",8
2017,Iceland,Stateless,"Stateless persons",85
2017,Iceland,Various/Unknown,"Refugees (incl. refugee-like situations)",12
2017,Iceland,Yemen,Asylum-seekers,3
2017,Israel,Argentina,Asylum-seekers,2
2017,Israel,Armenia,Asylum-seekers,29
2017,Israel,Armenia,"Refugees (incl. refugee-like situations)",2
2017,Israel,Austria,Asylum-seekers,1
2017,Israel,Azerbaijan,Asylum-seekers,13
2017,Israel,Burundi,Asylum-seekers,1
2017,Israel,Burundi,"Refugees (incl. refugee-like situations)",1
2017,Israel,Benin,Asylum-seekers,2
2017,Israel,"Burkina Faso",Asylum-seekers,1
2017,Israel,Bulgaria,Asylum-seekers,2
2017,Israel,Belarus,Asylum-seekers,117
2017,Israel,Brazil,Asylum-seekers,2
2017,Israel,Botswana,Asylum-seekers,3
2017,Israel,"Central African Rep.",Asylum-seekers,10
2017,Israel,"Central African Rep.","Refugees (incl. refugee-like situations)",1
2017,Israel,China,Asylum-seekers,53
2017,Israel,China,"Refugees (incl. refugee-like situations)",1
2017,Israel,"Côte d'Ivoire",Asylum-seekers,23
2017,Israel,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",4
2017,Israel,Cameroon,Asylum-seekers,20
2017,Israel,Cameroon,"Refugees (incl. refugee-like situations)",1
2017,Israel,"Dem. Rep. of the Congo",Asylum-seekers,189
2017,Israel,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",209
2017,Israel,Congo,Asylum-seekers,28
2017,Israel,Colombia,Asylum-seekers,23
2017,Israel,Colombia,"Refugees (incl. refugee-like situations)",2
2017,Israel,Ecuador,Asylum-seekers,2
2017,Israel,Egypt,Asylum-seekers,12
2017,Israel,Eritrea,Asylum-seekers,4553
2017,Israel,Eritrea,"Refugees (incl. refugee-like situations)",22010
2017,Israel,Spain,Asylum-seekers,1
2017,Israel,Ethiopia,Asylum-seekers,897
2017,Israel,Ethiopia,"Refugees (incl. refugee-like situations)",89
2017,Israel,Georgia,Asylum-seekers,3472
2017,Israel,Ghana,Asylum-seekers,403
2017,Israel,Guinea,Asylum-seekers,32
2017,Israel,Guinea-Bissau,Asylum-seekers,1
2017,Israel,Greece,Asylum-seekers,1
2017,Israel,India,Asylum-seekers,439
2017,Israel,"Iran (Islamic Rep. of)",Asylum-seekers,5
2017,Israel,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",6
2017,Israel,Iraq,"Refugees (incl. refugee-like situations)",10
2017,Israel,Jamaica,Asylum-seekers,1
2017,Israel,Jamaica,"Refugees (incl. refugee-like situations)",1
2017,Israel,Jordan,Asylum-seekers,1
2017,Israel,Kazakhstan,Asylum-seekers,31
2017,Israel,Kenya,Asylum-seekers,44
2017,Israel,Kyrgyzstan,Asylum-seekers,17
2017,Israel,Lebanon,"Refugees (incl. refugee-like situations)",2
2017,Israel,Liberia,Asylum-seekers,2
2017,Israel,Liberia,"Refugees (incl. refugee-like situations)",2
2017,Israel,Libya,Asylum-seekers,2
2017,Israel,"Sri Lanka",Asylum-seekers,566
2017,Israel,Lesotho,Asylum-seekers,3
2017,Israel,Latvia,Asylum-seekers,1
2017,Israel,"Rep. of Moldova",Asylum-seekers,426
2017,Israel,Mali,Asylum-seekers,6
2017,Israel,Myanmar,Asylum-seekers,38
2017,Israel,Myanmar,"Refugees (incl. refugee-like situations)",1
2017,Israel,Mongolia,Asylum-seekers,83
2017,Israel,Mauritania,"Refugees (incl. refugee-like situations)",1
2017,Israel,Malawi,Asylum-seekers,12
2017,Israel,Niger,Asylum-seekers,1
2017,Israel,Niger,"Refugees (incl. refugee-like situations)",1
2017,Israel,Nigeria,Asylum-seekers,725
2017,Israel,Nigeria,"Refugees (incl. refugee-like situations)",4
2017,Israel,Nepal,Asylum-seekers,8
2017,Israel,Nepal,"Refugees (incl. refugee-like situations)",1
2017,Israel,Philippines,Asylum-seekers,2
2017,Israel,"Dem. People's Rep. of Korea","Refugees (incl. refugee-like situations)",3
2017,Israel,Portugal,Asylum-seekers,2
2017,Israel,Palestinian,"Refugees (incl. refugee-like situations)",1
2017,Israel,Romania,Asylum-seekers,29
2017,Israel,"Russian Federation",Asylum-seekers,805
2017,Israel,Rwanda,Asylum-seekers,1
2017,Israel,Rwanda,"Refugees (incl. refugee-like situations)",1
2017,Israel,Sudan,Asylum-seekers,4437
2017,Israel,Sudan,"Refugees (incl. refugee-like situations)",3187
2017,Israel,"Sierra Leone",Asylum-seekers,23
2017,Israel,"Sierra Leone","Refugees (incl. refugee-like situations)",3
2017,Israel,Somalia,Asylum-seekers,13
2017,Israel,"South Sudan",Asylum-seekers,98
2017,Israel,"South Sudan","Refugees (incl. refugee-like situations)",126
2017,Israel,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2
2017,Israel,Chad,Asylum-seekers,8
2017,Israel,Chad,"Refugees (incl. refugee-like situations)",2
2017,Israel,Togo,Asylum-seekers,1
2017,Israel,Tajikistan,Asylum-seekers,1
2017,Israel,Turkmenistan,Asylum-seekers,1
2017,Israel,Turkey,Asylum-seekers,50
2017,Israel,Turkey,"Refugees (incl. refugee-like situations)",2
2017,Israel,Uganda,Asylum-seekers,26
2017,Israel,Ukraine,Asylum-seekers,11507
2017,Israel,"United States of America",Asylum-seekers,1
2017,Israel,Uzbekistan,Asylum-seekers,130
2017,Israel,"Venezuela (Bolivarian Republic of)",Asylum-seekers,2
2017,Israel,Stateless,"Stateless persons",42
2017,Israel,Various/Unknown,Asylum-seekers,40
2017,Israel,"South Africa",Asylum-seekers,249
2017,Israel,Zimbabwe,Asylum-seekers,5
2017,Israel,Zimbabwe,"Refugees (incl. refugee-like situations)",1
2017,Italy,Afghanistan,Asylum-seekers,322
2017,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",17171
2017,Italy,Angola,Asylum-seekers,28
2017,Italy,Angola,"Refugees (incl. refugee-like situations)",35
2017,Italy,Albania,Asylum-seekers,800
2017,Italy,Albania,"Refugees (incl. refugee-like situations)",538
2017,Italy,"United Arab Emirates",Asylum-seekers,3
2017,Italy,Argentina,Asylum-seekers,13
2017,Italy,Argentina,"Refugees (incl. refugee-like situations)",3
2017,Italy,Armenia,Asylum-seekers,261
2017,Italy,Armenia,"Refugees (incl. refugee-like situations)",289
2017,Italy,Australia,"Refugees (incl. refugee-like situations)",1
2017,Italy,Azerbaijan,Asylum-seekers,15
2017,Italy,Azerbaijan,"Refugees (incl. refugee-like situations)",62
2017,Italy,Burundi,Asylum-seekers,10
2017,Italy,Burundi,"Refugees (incl. refugee-like situations)",19
2017,Italy,Benin,Asylum-seekers,261
2017,Italy,Benin,"Refugees (incl. refugee-like situations)",228
2017,Italy,"Burkina Faso",Asylum-seekers,1431
2017,Italy,"Burkina Faso","Refugees (incl. refugee-like situations)",1014
2017,Italy,Bangladesh,Asylum-seekers,18209
2017,Italy,Bangladesh,"Refugees (incl. refugee-like situations)",5671
2017,Italy,Bahrain,Asylum-seekers,2
2017,Italy,Bahrain,"Refugees (incl. refugee-like situations)",4
2017,Italy,Bahamas,Asylum-seekers,4
2017,Italy,Bahamas,"Refugees (incl. refugee-like situations)",1
2017,Italy,"Bosnia and Herzegovina",Asylum-seekers,121
2017,Italy,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",618
2017,Italy,Belarus,Asylum-seekers,36
2017,Italy,Belarus,"Refugees (incl. refugee-like situations)",34
2017,Italy,"Bolivia (Plurinational State of)",Asylum-seekers,3
2017,Italy,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",13
2017,Italy,Brazil,Asylum-seekers,117
2017,Italy,Brazil,"Refugees (incl. refugee-like situations)",100
2017,Italy,Bhutan,Asylum-seekers,2
2017,Italy,Bhutan,"Refugees (incl. refugee-like situations)",2
2017,Italy,Botswana,Asylum-seekers,2
2017,Italy,Botswana,"Refugees (incl. refugee-like situations)",1
2017,Italy,"Central African Rep.",Asylum-seekers,78
2017,Italy,"Central African Rep.","Refugees (incl. refugee-like situations)",90
2017,Italy,Canada,Asylum-seekers,2
2017,Italy,Canada,"Refugees (incl. refugee-like situations)",1
2017,Italy,Chile,Asylum-seekers,9
2017,Italy,Chile,"Refugees (incl. refugee-like situations)",8
2017,Italy,China,Asylum-seekers,746
2017,Italy,China,"Refugees (incl. refugee-like situations)",166
2017,Italy,"Côte d'Ivoire",Asylum-seekers,11429
2017,Italy,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",6412
2017,Italy,Cameroon,Asylum-seekers,2996
2017,Italy,Cameroon,"Refugees (incl. refugee-like situations)",1348
2017,Italy,"Dem. Rep. of the Congo",Asylum-seekers,144
2017,Italy,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",556
2017,Italy,Congo,Asylum-seekers,139
2017,Italy,Congo,"Refugees (incl. refugee-like situations)",425
2017,Italy,Colombia,Asylum-seekers,330
2017,Italy,Colombia,"Refugees (incl. refugee-like situations)",353
2017,Italy,Comoros,Asylum-seekers,38
2017,Italy,Comoros,"Refugees (incl. refugee-like situations)",1
2017,Italy,"Cabo Verde",Asylum-seekers,4
2017,Italy,"Cabo Verde","Refugees (incl. refugee-like situations)",2
2017,Italy,"Costa Rica",Asylum-seekers,7
2017,Italy,"Costa Rica","Refugees (incl. refugee-like situations)",2
2017,Italy,Cuba,Asylum-seekers,154
2017,Italy,Cuba,"Refugees (incl. refugee-like situations)",195
2017,Italy,Djibouti,"Refugees (incl. refugee-like situations)",1
2017,Italy,Dominica,Asylum-seekers,4
2017,Italy,Dominica,"Refugees (incl. refugee-like situations)",1
2017,Italy,"Dominican Rep.",Asylum-seekers,14
2017,Italy,"Dominican Rep.","Refugees (incl. refugee-like situations)",17
2017,Italy,Algeria,Asylum-seekers,169
2017,Italy,Algeria,"Refugees (incl. refugee-like situations)",186
2017,Italy,Ecuador,Asylum-seekers,13
2017,Italy,Ecuador,"Refugees (incl. refugee-like situations)",31
2017,Italy,Egypt,Asylum-seekers,968
2017,Italy,Egypt,"Refugees (incl. refugee-like situations)",1995
2017,Italy,Eritrea,Asylum-seekers,18570
2017,Italy,Eritrea,"Refugees (incl. refugee-like situations)",7940
2017,Italy,"Western Sahara","Refugees (incl. refugee-like situations)",5
2017,Italy,Ethiopia,Asylum-seekers,260
2017,Italy,Ethiopia,"Refugees (incl. refugee-like situations)",1309
2017,Italy,Fiji,"Refugees (incl. refugee-like situations)",2
2017,Italy,Gabon,Asylum-seekers,36
2017,Italy,Gabon,"Refugees (incl. refugee-like situations)",29
2017,Italy,Georgia,Asylum-seekers,975
2017,Italy,Georgia,"Refugees (incl. refugee-like situations)",329
2017,Italy,Ghana,Asylum-seekers,7121
2017,Italy,Ghana,"Refugees (incl. refugee-like situations)",4861
2017,Italy,Guinea,Asylum-seekers,11176
2017,Italy,Guinea,"Refugees (incl. refugee-like situations)",3387
2017,Italy,Gambia,Asylum-seekers,10570
2017,Italy,Gambia,"Refugees (incl. refugee-like situations)",10273
2017,Italy,Guinea-Bissau,Asylum-seekers,1127
2017,Italy,Guinea-Bissau,"Refugees (incl. refugee-like situations)",709
2017,Italy,"Equatorial Guinea",Asylum-seekers,6
2017,Italy,"Equatorial Guinea","Refugees (incl. refugee-like situations)",14
2017,Italy,Grenada,"Refugees (incl. refugee-like situations)",1
2017,Italy,Guatemala,Asylum-seekers,7
2017,Italy,Guatemala,"Refugees (incl. refugee-like situations)",6
2017,Italy,Honduras,Asylum-seekers,168
2017,Italy,Honduras,"Refugees (incl. refugee-like situations)",42
2017,Italy,Croatia,"Refugees (incl. refugee-like situations)",18
2017,Italy,Haiti,"Refugees (incl. refugee-like situations)",9
2017,Italy,Indonesia,Asylum-seekers,4
2017,Italy,India,Asylum-seekers,837
2017,Italy,India,"Refugees (incl. refugee-like situations)",205
2017,Italy,"Iran (Islamic Rep. of)",Asylum-seekers,236
2017,Italy,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",1828
2017,Italy,Iraq,Asylum-seekers,1565
2017,Italy,Iraq,"Refugees (incl. refugee-like situations)",5359
2017,Italy,Israel,"Refugees (incl. refugee-like situations)",7
2017,Italy,Jamaica,"Refugees (incl. refugee-like situations)",3
2017,Italy,Jordan,Asylum-seekers,17
2017,Italy,Jordan,"Refugees (incl. refugee-like situations)",27
2017,Italy,Japan,"Refugees (incl. refugee-like situations)",1
2017,Italy,Kazakhstan,Asylum-seekers,17
2017,Italy,Kazakhstan,"Refugees (incl. refugee-like situations)",8
2017,Italy,Kenya,Asylum-seekers,41
2017,Italy,Kenya,"Refugees (incl. refugee-like situations)",138
2017,Italy,Kyrgyzstan,Asylum-seekers,165
2017,Italy,Kyrgyzstan,"Refugees (incl. refugee-like situations)",25
2017,Italy,Cambodia,Asylum-seekers,1
2017,Italy,Cambodia,"Refugees (incl. refugee-like situations)",4
2017,Italy,"Rep. of Korea","Refugees (incl. refugee-like situations)",3
2017,Italy,Kuwait,Asylum-seekers,4
2017,Italy,Kuwait,"Refugees (incl. refugee-like situations)",4
2017,Italy,Lebanon,Asylum-seekers,61
2017,Italy,Lebanon,"Refugees (incl. refugee-like situations)",313
2017,Italy,Liberia,Asylum-seekers,502
2017,Italy,Liberia,"Refugees (incl. refugee-like situations)",320
2017,Italy,Libya,Asylum-seekers,604
2017,Italy,Libya,"Refugees (incl. refugee-like situations)",837
2017,Italy,"Sri Lanka",Asylum-seekers,598
2017,Italy,"Sri Lanka","Refugees (incl. refugee-like situations)",517
2017,Italy,Lesotho,Asylum-seekers,3
2017,Italy,Lesotho,"Refugees (incl. refugee-like situations)",1
2017,Italy,Morocco,Asylum-seekers,1901
2017,Italy,Morocco,"Refugees (incl. refugee-like situations)",746
2017,Italy,"Rep. of Moldova",Asylum-seekers,38
2017,Italy,"Rep. of Moldova","Refugees (incl. refugee-like situations)",100
2017,Italy,Madagascar,Asylum-seekers,7
2017,Italy,Madagascar,"Refugees (incl. refugee-like situations)",18
2017,Italy,Mexico,Asylum-seekers,3
2017,Italy,Mexico,"Refugees (incl. refugee-like situations)",5
2017,Italy,"The former Yugoslav Republic of Macedonia",Asylum-seekers,66
2017,Italy,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",56
2017,Italy,Mali,Asylum-seekers,10722
2017,Italy,Mali,"Refugees (incl. refugee-like situations)",13206
2017,Italy,Myanmar,Asylum-seekers,35
2017,Italy,Myanmar,"Refugees (incl. refugee-like situations)",34
2017,Italy,Montenegro,Asylum-seekers,14
2017,Italy,Montenegro,"Refugees (incl. refugee-like situations)",81
2017,Italy,Mongolia,Asylum-seekers,2
2017,Italy,Mongolia,"Refugees (incl. refugee-like situations)",4
2017,Italy,Mozambique,"Refugees (incl. refugee-like situations)",3
2017,Italy,Mauritania,Asylum-seekers,48
2017,Italy,Mauritania,"Refugees (incl. refugee-like situations)",342
2017,Italy,Mauritius,"Refugees (incl. refugee-like situations)",16
2017,Italy,Malawi,"Refugees (incl. refugee-like situations)",3
2017,Italy,Malaysia,Asylum-seekers,3
2017,Italy,Malaysia,"Refugees (incl. refugee-like situations)",1
2017,Italy,Namibia,Asylum-seekers,1
2017,Italy,Namibia,"Refugees (incl. refugee-like situations)",4
2017,Italy,Niger,Asylum-seekers,860
2017,Italy,Niger,"Refugees (incl. refugee-like situations)",431
2017,Italy,Nigeria,Asylum-seekers,37967
2017,Italy,Nigeria,"Refugees (incl. refugee-like situations)",18026
2017,Italy,Nicaragua,Asylum-seekers,6
2017,Italy,Nicaragua,"Refugees (incl. refugee-like situations)",14
2017,Italy,Norway,Asylum-seekers,5
2017,Italy,Nepal,Asylum-seekers,156
2017,Italy,Nepal,"Refugees (incl. refugee-like situations)",95
2017,Italy,"New Zealand","Refugees (incl. refugee-like situations)",1
2017,Italy,Oman,Asylum-seekers,2
2017,Italy,Pakistan,Asylum-seekers,11864
2017,Italy,Pakistan,"Refugees (incl. refugee-like situations)",15966
2017,Italy,Panama,Asylum-seekers,2
2017,Italy,Peru,Asylum-seekers,218
2017,Italy,Peru,"Refugees (incl. refugee-like situations)",70
2017,Italy,Philippines,Asylum-seekers,137
2017,Italy,Philippines,"Refugees (incl. refugee-like situations)",29
2017,Italy,Palau,Asylum-seekers,4
2017,Italy,Palau,"Refugees (incl. refugee-like situations)",2
2017,Italy,Paraguay,Asylum-seekers,9
2017,Italy,Paraguay,"Refugees (incl. refugee-like situations)",3
2017,Italy,Palestinian,Asylum-seekers,234
2017,Italy,Palestinian,"Refugees (incl. refugee-like situations)",954
2017,Italy,"Russian Federation",Asylum-seekers,261
2017,Italy,"Russian Federation","Refugees (incl. refugee-like situations)",208
2017,Italy,Rwanda,Asylum-seekers,9
2017,Italy,Rwanda,"Refugees (incl. refugee-like situations)",13
2017,Italy,"Saudi Arabia",Asylum-seekers,13
2017,Italy,"Saudi Arabia","Refugees (incl. refugee-like situations)",7
2017,Italy,Sudan,Asylum-seekers,546
2017,Italy,Sudan,"Refugees (incl. refugee-like situations)",1665
2017,Italy,Senegal,Asylum-seekers,11442
2017,Italy,Senegal,"Refugees (incl. refugee-like situations)",6197
2017,Italy,"Sierra Leone",Asylum-seekers,1699
2017,Italy,"Sierra Leone","Refugees (incl. refugee-like situations)",539
2017,Italy,"El Salvador",Asylum-seekers,2848
2017,Italy,"El Salvador","Refugees (incl. refugee-like situations)",674
2017,Italy,"San Marino","Refugees (incl. refugee-like situations)",1
2017,Italy,Somalia,Asylum-seekers,1258
2017,Italy,Somalia,"Refugees (incl. refugee-like situations)",15641
2017,Italy,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,1308
2017,Italy,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",1128
2017,Italy,"South Sudan",Asylum-seekers,41
2017,Italy,"South Sudan","Refugees (incl. refugee-like situations)",61
2017,Italy,Swaziland,"Refugees (incl. refugee-like situations)",8
2017,Italy,"Syrian Arab Rep.",Asylum-seekers,1696
2017,Italy,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",3618
2017,Italy,Chad,Asylum-seekers,172
2017,Italy,Chad,"Refugees (incl. refugee-like situations)",448
2017,Italy,Togo,Asylum-seekers,1039
2017,Italy,Togo,"Refugees (incl. refugee-like situations)",963
2017,Italy,Thailand,Asylum-seekers,8
2017,Italy,Thailand,"Refugees (incl. refugee-like situations)",2
2017,Italy,Tajikistan,Asylum-seekers,18
2017,Italy,Tajikistan,"Refugees (incl. refugee-like situations)",8
2017,Italy,Turkmenistan,Asylum-seekers,2
2017,Italy,Turkmenistan,"Refugees (incl. refugee-like situations)",3
2017,Italy,Timor-Leste,"Refugees (incl. refugee-like situations)",4
2017,Italy,Tonga,Asylum-seekers,2
2017,Italy,Tunisia,Asylum-seekers,548
2017,Italy,Tunisia,"Refugees (incl. refugee-like situations)",601
2017,Italy,Turkey,Asylum-seekers,396
2017,Italy,Turkey,"Refugees (incl. refugee-like situations)",2456
2017,Italy,"United Rep. of Tanzania",Asylum-seekers,9
2017,Italy,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",26
2017,Italy,Uganda,Asylum-seekers,17
2017,Italy,Uganda,"Refugees (incl. refugee-like situations)",67
2017,Italy,Ukraine,Asylum-seekers,4453
2017,Italy,Ukraine,"Refugees (incl. refugee-like situations)",4947
2017,Italy,Uruguay,Asylum-seekers,8
2017,Italy,Uruguay,"Refugees (incl. refugee-like situations)",1
2017,Italy,"United States of America",Asylum-seekers,4
2017,Italy,"United States of America","Refugees (incl. refugee-like situations)",4
2017,Italy,Uzbekistan,Asylum-seekers,11
2017,Italy,Uzbekistan,"Refugees (incl. refugee-like situations)",6
2017,Italy,"Venezuela (Bolivarian Republic of)",Asylum-seekers,915
2017,Italy,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",177
2017,Italy,"Viet Nam","Refugees (incl. refugee-like situations)",7
2017,Italy,Stateless,Asylum-seekers,13
