Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2017,Australia,Bangladesh,"G / AR",14,,80,2,,62,,64,30,
2017,Australia,Bangladesh,"G / FI",367,,462,33,,218,,251,578,
2017,Austria,Bangladesh,"G / FA",543,,127,38,3,54,75,170,445,
2017,Belgium,Bangladesh,"G / JR",7,,,,,,,,,
2017,Belgium,Bangladesh,"G / AR",,,55,,,,,,,
2017,Belgium,Bangladesh,"G / FI",21,,20,5,,85,,90,20,
2017,Bulgaria,Bangladesh,"G / FA",24,24,,,,18,11,29,18,18
2017,Bulgaria,Bangladesh,"G / FI",,,30,,,,,,,
2017,"Bosnia and Herzegovina",Bangladesh,"G / FI",,,2,,,,1,1,1,1
2017,Belarus,Bangladesh,"G / FI",,,8,,,,4,4,4,
2017,Brazil,Bangladesh,"G / FI",3575,893,523,,,81,,81,4017,181
2017,Canada,Bangladesh,"G / AR",,,58,1,,27,,28,46,
2017,Canada,Bangladesh,"G / FI",290,,470,151,,50,27,228,532,1
2017,Switzerland,Bangladesh,"G / RA",,,1,,,,,,,
2017,Switzerland,Bangladesh,"G / FI",47,,10,5,1,35,11,52,19,
2017,Chile,Bangladesh,"G / FI",4,4,2,,,,1,1,5,2
2017,China,Bangladesh,"U / FI",1,1,,,,,,,1,1
2017,"Costa Rica",Bangladesh,"G / AR",1,1,,,,1,,1,,
2017,"Costa Rica",Bangladesh,"G / FI",16,16,,,,,,,16,16
2017,Cyprus,Bangladesh,"G / FI",78,2,277,,,199,27,226,129,2
2017,Cyprus,Bangladesh,"G / RA",3,,14,,,,10,10,7,
2017,Cyprus,Bangladesh,"G / FI",4,,10,,,,9,9,5,
2017,Cyprus,Bangladesh,"G / AR",25,,144,,,35,1,36,133,
2017,"Czech Rep.",Bangladesh,"G / FI",1,,,,,,1,1,,
2017,Germany,Bangladesh,"G / RA",76,,123,5,6,28,157,196,40,
2017,Germany,Bangladesh,"G / NA",2845,,438,217,89,2221,529,3056,210,
2017,Germany,Bangladesh,"G / JR",354,,,6,9,351,257,623,2143,
2017,Denmark,Bangladesh,"G / FI",21,,10,4,,10,,14,2,
2017,Denmark,Bangladesh,"G / AR",8,,11,,,4,,4,10,
2017,Ecuador,Bangladesh,"G / FA",14,,8,,,1,9,10,12,12
2017,Egypt,Bangladesh,"U / FI",14,14,3,,,12,1,13,4,4
2017,Spain,Bangladesh,"G / FI",69,,123,,3,46,3,52,167,
2017,Finland,Bangladesh,"G / RA",,,6,,,1,4,5,,
2017,Finland,Bangladesh,"G / FI",28,,13,4,,14,18,36,10,
2017,France,Bangladesh,"G / RA",,,814,,,,,,,
2017,France,Bangladesh,"G / RA",,,651,,,,,,,
2017,France,Bangladesh,"G / AR",1432,,2881,576,111,2135,10,2832,1404,
2017,France,Bangladesh,"G / FI",1455,,2620,151,102,3514,6,3773,1047,
2017,"United Kingdom",Bangladesh,"G / FI",1573,,1982,55,10,1557,281,1903,1686,
2017,"United Kingdom",Bangladesh,"G / RA",,,17,,,,,,,
2017,"United Kingdom",Bangladesh,"G / AR",,,1088,188,,865,33,1086,,
2017,Georgia,Bangladesh,"G / FI",6,6,32,,,11,4,15,23,3
2017,Greece,Bangladesh,"G / AR",575,,860,1,,376,39,416,524,
2017,Greece,Bangladesh,"G / RA",,,128,,,,,,,
2017,Greece,Bangladesh,"G / FI",721,,1255,26,1,799,104,930,1094,
2017,Croatia,Bangladesh,"G / FI",4,4,44,,,,33,33,15,15
2017,Croatia,Bangladesh,"G / JR",1,1,,,,1,,1,,
2017,Hungary,Bangladesh,"G / FI",,,8,,,,,,,
2017,Hungary,Bangladesh,"G / RA",,,1,,,,,,,
2017,Hungary,Bangladesh,"G / FI",11,,,1,,10,11,22,2,
2017,Indonesia,Bangladesh,"U / FI",58,58,14,,,9,46,55,17,17
2017,Indonesia,Bangladesh,"U / AR",10,10,9,1,,1,6,8,11,11
2017,Ireland,Bangladesh,"G / AR",8,,24,,1,9,,10,22,
2017,Ireland,Bangladesh,"G / FI",220,,66,,2,26,5,33,258,
2017,Iraq,Bangladesh,"U / FI",2,2,,,,,,,2,2
2017,Iceland,Bangladesh,"G / FI",,,6,,,,1,1,5,
2017,Italy,Bangladesh,"G / FI",12493,,12183,81,1802,3894,690,6467,18209,
2017,Jamaica,Bangladesh,"G / AR",1,1,,,,,,,1,1
2017,Jordan,Bangladesh,"U / FI",2,2,6,,,,,,8,8
2017,Japan,Bangladesh,"G / AR",,,218,,,47,37,84,474,
2017,Japan,Bangladesh,"G / FI",,,438,,2,180,36,218,575,
2017,"Rep. of Korea",Bangladesh,"G / FA",348,,383,8,,287,23,318,413,6
2017,Lebanon,Bangladesh,"U / FI",13,13,25,,,3,5,8,30,30
2017,Liechtenstein,Bangladesh,"G / FI",1,,,,,,,,1,
2017,Lithuania,Bangladesh,"G / FI",,,1,,,1,,1,,
2017,Latvia,Bangladesh,"G / FI",3,,5,,,3,5,8,,
2017,Morocco,Bangladesh,"U / FI",7,7,,,,2,5,7,,
2017,Morocco,Bangladesh,"U / AR",,,2,,,,2,2,,
2017,"Rep. of Moldova",Bangladesh,"G / JR",1,1,,,,1,,1,,
2017,Mexico,Bangladesh,"G / FI",9,,2,,,,1,1,10,
2017,"The former Yugoslav Republic of Macedonia",Bangladesh,"G / FA",,,1,,,,1,1,,
2017,Malta,Bangladesh,"G / FI",2,,,,,,,,2,
2017,Malta,Bangladesh,"G / AR",2,,1,,,,1,1,,
2017,Montenegro,Bangladesh,"G / FA",,,5,,,,5,5,,
2017,Malaysia,Bangladesh,"U / FI",14,14,9,2,,3,3,8,15,15
2017,Malaysia,Bangladesh,"U / AR",2,2,,,,,,,2,2
2017,Namibia,Bangladesh,"G / FI",2,2,,,,,,,2,2
2017,Netherlands,Bangladesh,"G / RA",,,,,,,,,,
2017,Netherlands,Bangladesh,"G / FI",25,,13,,,13,,13,5,
2017,Norway,Bangladesh,"G / AR",14,,29,,,30,,30,12,
2017,Norway,Bangladesh,"G / RA",,,1,,,1,,1,,
2017,Norway,Bangladesh,"G / FI",3,,3,,,4,3,7,,
2017,Nepal,Bangladesh,"U / FI",2,2,,1,,,,1,1,1
2017,Nauru,Bangladesh,"G / FI",38,,,,,,,,33,
2017,"United States of America",Bulgaria,"G / EO",24,,12,,,,,,30,
2017,"United States of America",Bulgaria,"G / AR",44,,,,,,,,49,
2017,"United States of America",Bulgaria,"G / IN",119,,51,3,,9,7,19,151,
2017,Peru,Bulgaria,"G / FI",1,1,,,,,,,1,
2017,Poland,Bulgaria,"G / AR",,,7,,,4,,4,,
2017,Poland,Bulgaria,"G / FI",,,,,,,5,5,,
2017,"Russian Federation",Bulgaria,"G / TA",1,1,1,,,,1,1,1,1
2017,"Serbia and Kosovo (S/RES/1244 (1999))",Bulgaria,"G / FI",1,1,3,,,1,3,4,,
2017,"Serbia and Kosovo (S/RES/1244 (1999))",Bulgaria,"G / FI",,,3,,,,3,3,,
2017,Slovakia,Bulgaria,"G / FA",,,1,,,,,,,
2017,Sweden,Bulgaria,"G / AR",1,,,,,2,,2,,
2017,Sweden,Bulgaria,"G / FI",3,,6,,,4,6,10,,
2017,Sweden,Bulgaria,"G / RA",,,1,,,,1,1,,
2017,Ukraine,Bulgaria,"G / FI",2,,,,,,,,2,
2017,Ukraine,Bulgaria,"G / JR",2,,,,,,,,2,
2017,Argentina,Bulgaria,"G / FI",1,,,,,,,,1,
2017,Australia,Bulgaria,"G / FI",3,,3,,,,,,6,
2017,Austria,Bulgaria,"G / FA",1,,,,,,,,,
2017,Belgium,Bulgaria,"G / FI",3,,,,,,,,15,
2017,Belarus,Bulgaria,"G / FI",,,1,,,,1,1,,
2017,Brazil,Bulgaria,"G / FI",4,,,,,,,,4,
2017,Canada,Bulgaria,"G / AR",,,2,,,1,,1,1,
2017,Canada,Bulgaria,"G / FI",26,,10,9,,,,9,27,
2017,Switzerland,Bulgaria,"G / RA",,,6,,,,,,,
2017,Switzerland,Bulgaria,"G / FI",,,2,,,7,,7,8,
2017,"Costa Rica",Bulgaria,"G / FI",,,,,,,,,,
2017,Cyprus,Bulgaria,"G / FI",,,1,,,,,,1,
2017,Germany,Bulgaria,"G / RA",1,,,,,,2,2,,
2017,Germany,Bulgaria,"G / NA",12,,5,,,20,2,22,3,
2017,Germany,Bulgaria,"G / JR",3,,,,,1,3,4,10,
2017,Denmark,Bulgaria,"G / FI",,,3,,,2,,2,1,
2017,Spain,Bulgaria,"G / FI",,,1,,,,,,3,
2017,Finland,Bulgaria,"G / FI",4,,3,,,1,3,4,3,
2017,France,Bulgaria,"G / RA",,,1,,,,,,,
2017,"United Kingdom",Bulgaria,"G / FI",,,1,,,1,,1,,
2017,"United Kingdom",Bulgaria,"G / RA",,,,,,,,,,
2017,"United Kingdom",Bulgaria,"G / AR",,,,,,,,,,
2017,Georgia,Bulgaria,"G / FI",,,2,,,2,,2,,
2017,Greece,Bulgaria,"G / AR",1,,,,,,,,,
2017,Greece,Bulgaria,"G / FI",,,3,,,1,,1,2,
2017,Israel,Bulgaria,"G / FA",,,2,,,,,,2,
2017,"Rep. of Korea",Bulgaria,"G / FA",,,1,,,,,,1,
2017,"United States of America",Bahrain,"G / AR",,,,,,,,,5,
2017,"United States of America",Bahrain,"G / IN",20,,6,,,1,1,2,24,
2017,"New Zealand",Bahrain,"G / FI",2,,2,1,,,1,2,2,
2017,Philippines,Bahrain,"G / FA",,,1,,,1,,1,,
2017,Sweden,Bahrain,"G / FI",4,,,,,,1,1,4,
2017,"Syrian Arab Rep.",Bahrain,"U / FI",3,3,3,1,,,,1,5,5
2017,Thailand,Bahrain,"U / FI",2,2,1,1,,,1,2,1,1
2017,Turkey,Bahrain,"U / FI",2,2,,,,,,,2,
2017,Australia,Bahrain,"G / AR",2,,2,1,,,,1,3,
2017,Australia,Bahrain,"G / FI",9,,15,6,,3,,9,15,
2017,Brazil,Bahrain,"G / FI",1,,,,,,,,1,
2017,Canada,Bahrain,"G / AR",,,,,,,,,2,
2017,Canada,Bahrain,"G / FI",12,,22,11,,8,,19,17,
2017,Switzerland,Bahrain,"G / FI",1,,2,,,1,2,3,1,
2017,Germany,Bahrain,"G / NA",21,,15,14,4,7,4,29,7,
2017,Germany,Bahrain,"G / JR",1,,,,,1,,1,11,
2017,Denmark,Bahrain,"G / FI",1,,1,,,,,,1,
2017,"United Kingdom",Bahrain,"G / FI",7,,16,2,,1,1,4,18,
2017,"United Kingdom",Bahrain,"G / RA",,,,,,,,,,
2017,"United Kingdom",Bahrain,"G / AR",,,1,,,1,,1,,
2017,Georgia,Bahrain,"G / FI",1,,,,,,,,1,
2017,Croatia,Bahrain,"G / FI",1,1,,,,,1,1,,
2017,Ireland,Bahrain,"G / FI",1,,6,,,1,,1,6,
2017,Iraq,Bahrain,"U / FI",34,34,6,,,,1,1,39,39
2017,Iceland,Bahrain,"G / FI",,,1,,,,1,1,,
2017,Italy,Bahrain,"G / FI",1,,1,,,,,,2,
2017,Lebanon,Bahrain,"U / AR",3,3,,,,,,,3,3
2017,Lebanon,Bahrain,"U / FI",2,2,3,,,,,,5,5
2017,Netherlands,Bahrain,"G / FI",,,7,,,,,,5,
2017,Norway,Bahrain,"G / AR",,,1,,,1,,1,,
2017,Norway,Bahrain,"G / FI",,,1,,,,1,1,,
2017,"South Africa",Bahamas,"G / FI",,,,,,,,,,
2017,"United States of America",Bahamas,"G / EO",8,,9,,,7,,7,8,
2017,"United States of America",Bahamas,"G / AR",4,,,,,,,,,
2017,"United States of America",Bahamas,"G / IN",35,,18,,,,1,1,53,
2017,Sweden,Bahamas,"G / FI",,,1,,,,,,1,
2017,Australia,Bahamas,"G / FI",3,,,,,3,,3,,
2017,Canada,Bahamas,"G / AR",,,15,11,,17,,28,11,
2017,Canada,Bahamas,"G / FI",65,,196,70,,26,4,100,158,
2017,"United Kingdom",Bahamas,"G / FI",1,,1,,,,1,1,1,
2017,"United Kingdom",Bahamas,"G / RA",,,,,,,,,,
2017,"United Kingdom",Bahamas,"G / AR",,,,,,,,,,
2017,Italy,Bahamas,"G / FI",4,,4,,1,2,1,4,4,
2017,"United States of America","Bosnia and Herzegovina","G / EO",35,,32,,,17,4,21,32,
2017,"United States of America","Bosnia and Herzegovina","G / AR",29,,,,,,,,32,
2017,"United States of America","Bosnia and Herzegovina","G / IN",62,,42,1,,3,6,10,93,
2017,Romania,"Bosnia and Herzegovina","G / FI",1,1,,,,,,,,
2017,"Serbia and Kosovo (S/RES/1244 (1999))","Bosnia and Herzegovina","G / FI",,,1,,,1,,1,,
2017,Slovenia,"Bosnia and Herzegovina","G / FA",2,,2,,,2,,2,3,
2017,Slovenia,"Bosnia and Herzegovina","G / RA",,,1,,,,,,,
2017,Sweden,"Bosnia and Herzegovina","G / AR",79,,94,,,95,12,107,66,
2017,Sweden,"Bosnia and Herzegovina","G / FI",37,,124,,,94,46,140,25,
2017,Sweden,"Bosnia and Herzegovina","G / RA",10,,35,,,32,6,38,7,
2017,"Syrian Arab Rep.","Bosnia and Herzegovina","U / FI",6,6,,,,4,2,6,,
2017,Australia,"Bosnia and Herzegovina","G / FI",3,,12,,,,,,15,
2017,Austria,"Bosnia and Herzegovina","G / FA",55,,40,3,1,34,16,54,31,
2017,Belgium,"Bosnia and Herzegovina","G / JR",4,,,,,,,,,
2017,Belgium,"Bosnia and Herzegovina","G / AR",,,30,,,,,,,
2017,Belgium,"Bosnia and Herzegovina","G / FI",5,,15,,,20,,20,40,
2017,Bulgaria,"Bosnia and Herzegovina","G / FA",2,2,,,,1,,1,,
2017,Bulgaria,"Bosnia and Herzegovina","G / RA",,,,,,,,,,
2017,Brazil,"Bosnia and Herzegovina","G / FI",,,1,,,,,,1,1
2017,Canada,"Bosnia and Herzegovina","G / AR",,,1,,,,,,1,
2017,Canada,"Bosnia and Herzegovina","G / FI",11,,2,1,,1,,2,9,
2017,Switzerland,"Bosnia and Herzegovina","G / RA",,,8,,,,,,,
2017,Switzerland,"Bosnia and Herzegovina","G / FI",23,,51,1,6,22,27,56,23,
2017,Cyprus,"Bosnia and Herzegovina","G / FI",,,1,,,,1,1,,
2017,"Czech Rep.","Bosnia and Herzegovina","G / RA",,,1,,,,,,,
2017,"Czech Rep.","Bosnia and Herzegovina","G / FI",1,,,,1,,1,2,,
2017,Germany,"Bosnia and Herzegovina","G / RA",351,,734,,13,143,862,1018,37,
2017,Germany,"Bosnia and Herzegovina","G / NA",580,,704,1,20,1031,195,1247,74,
2017,Germany,"Bosnia and Herzegovina","G / JR",1313,,,,17,341,724,1082,852,
2017,Denmark,"Bosnia and Herzegovina","G / FI",,,11,,,8,,8,,
2017,Denmark,"Bosnia and Herzegovina","G / AR",2,,,,,,,,,
2017,Spain,"Bosnia and Herzegovina","G / FI",1,,4,,,,,,4,
2017,Finland,"Bosnia and Herzegovina","G / FI",,,2,,,2,,2,,
2017,France,"Bosnia and Herzegovina","G / RA",,,93,,,,,,,
2017,France,"Bosnia and Herzegovina","G / RA",,,54,,,,,,,
2017,France,"Bosnia and Herzegovina","G / AR",87,,231,27,7,156,2,192,130,
2017,France,"Bosnia and Herzegovina","G / FI",202,,685,23,20,411,18,472,253,
2017,"United Kingdom","Bosnia and Herzegovina","G / FI",7,,1,,,1,,1,3,
2017,"United Kingdom","Bosnia and Herzegovina","G / RA",,,,,,,,,,
2017,"United Kingdom","Bosnia and Herzegovina","G / AR",,,,,,,,,,
2017,Greece,"Bosnia and Herzegovina","G / FI",,,3,,,,,,3,
2017,Croatia,"Bosnia and Herzegovina","G / FI",1,1,6,,,3,3,6,1,1
2017,Croatia,"Bosnia and Herzegovina","G / JR",3,3,2,,,2,3,5,,
2017,Ireland,"Bosnia and Herzegovina","G / AR",,,1,,,,,,1,
2017,Ireland,"Bosnia and Herzegovina","G / FI",2,,,,,1,1,2,,
2017,Iceland,"Bosnia and Herzegovina","G / FI",,,8,,,,2,2,6,
2017,Iceland,"Bosnia and Herzegovina","G / AR",,,2,,,,,,,
2017,Italy,"Bosnia and Herzegovina","G / FI",149,,63,3,59,21,8,91,121,
2017,Jordan,"Bosnia and Herzegovina","U / FI",,,1,1,,,,1,,
2017,"Rep. of Korea","Bosnia and Herzegovina","G / FA",3,,,,,,,,3,
2017,Luxembourg,"Bosnia and Herzegovina","G / JR",3,,,,,,,,,
2017,Luxembourg,"Bosnia and Herzegovina","G / AR",14,,15,,,35,,35,,
2017,Luxembourg,"Bosnia and Herzegovina","G / FI",39,,35,,,60,,60,15,
2017,Netherlands,"Bosnia and Herzegovina","G / RA",1,,,,,,,,,
2017,Netherlands,"Bosnia and Herzegovina","G / FI",8,,67,,,61,,61,,
2017,Norway,"Bosnia and Herzegovina","G / AR",,,7,,,7,,7,,
2017,Norway,"Bosnia and Herzegovina","G / RA",,,,,,,1,1,,
2017,Norway,"Bosnia and Herzegovina","G / FI",,,14,,,7,104,111,2,
2017,"United States of America",Belarus,"G / EO",37,,11,4,,,,4,46,
2017,"United States of America",Belarus,"G / AR",120,,,21,,,5,26,145,
2017,"United States of America",Belarus,"G / IN",793,,854,35,,32,18,85,1578,
2017,Panama,Belarus,"G / FI",3,1,,,,,,,3,3
2017,Poland,Belarus,"G / AR",,,19,,,9,,9,,
2017,Poland,Belarus,"G / FI",32,,31,5,,17,26,48,31,
2017,Romania,Belarus,"G / FI",,,1,,,1,,1,1,
2017,"Russian Federation",Belarus,"G / FI",2,2,2,,,,3,3,1,1
2017,"Russian Federation",Belarus,"G / TA",6,6,22,,,,19,19,9,9
2017,Sweden,Belarus,"G / AR",59,,79,,,88,8,96,45,
2017,Sweden,Belarus,"G / FI",68,,132,3,,39,86,128,82,
2017,Sweden,Belarus,"G / RA",41,,52,,,27,34,61,27,
2017,Turkey,Belarus,"U / FI",1,1,,,,,1,1,,
2017,Ukraine,Belarus,"G / FI",13,13,12,2,2,5,3,12,13,10
2017,Ukraine,Belarus,"G / JR",25,24,2,,,1,,1,26,14
2017,Australia,Belarus,"G / AR",1,,,1,,,,1,,
2017,Australia,Belarus,"G / FI",3,,3,,,,,,6,
2017,Austria,Belarus,"G / FA",55,,29,2,2,14,7,25,49,
2017,Belgium,Belarus,"G / JR",1,,,,,,,,,
2017,Belgium,Belarus,"G / AR",,,10,,,,,,,
2017,Belgium,Belarus,"G / FI",9,,45,5,,10,,15,45,
2017,Bulgaria,Belarus,"G / FA",,,,,,1,,1,1,1
2017,Bulgaria,Belarus,"G / FI",,,1,,,,,,,
2017,Brazil,Belarus,"G / FI",,,1,,,,,,1,1
2017,Barbados,Belarus,"U / FI",2,2,,,,2,,2,,
2017,Barbados,Belarus,"U / AR",,,2,,,,,,2,2
2017,Canada,Belarus,"G / FI",11,,15,6,,,,6,20,
2017,Switzerland,Belarus,"G / RA",,,15,,,,,,,
2017,Switzerland,Belarus,"G / FI",28,,45,,,15,58,73,21,
2017,Chile,Belarus,"G / FI",1,,,,,,,,1,
2017,"Côte d'Ivoire",Belarus,"J / FA",1,1,,,,,,,1,1
2017,"Costa Rica",Belarus,"G / FI",,,,,,,,,,
2017,Cyprus,Belarus,"G / AR",1,,,,,,,,1,
2017,Cyprus,Belarus,"G / FI",2,,,,,,,,2,
2017,"Czech Rep.",Belarus,"G / RA",,,5,,,,,,,
2017,"Czech Rep.",Belarus,"G / FI",3,,14,2,2,1,9,14,11,
2017,Germany,Belarus,"G / RA",29,,64,,,7,83,90,13,
2017,Germany,Belarus,"G / NA",396,,301,20,13,313,316,662,43,
2017,Germany,Belarus,"G / JR",58,,,,,28,130,158,303,
2017,Denmark,Belarus,"G / FI",13,,50,,,4,,4,25,
2017,Denmark,Belarus,"G / AR",1,,4,,,,,,2,
2017,Ecuador,Belarus,"G / FA",1,,1,,,,1,1,1,1
2017,Spain,Belarus,"G / FI",15,,18,1,,6,,7,25,
2017,Estonia,Belarus,"G / FI",,,6,,,1,1,2,4,
2017,Finland,Belarus,"G / RA",,,3,,,1,,1,1,
2017,Finland,Belarus,"G / FI",15,,26,,,1,34,35,10,
2017,France,Belarus,"G / RA",,,4,,,,,,,
2017,France,Belarus,"G / RA",,,3,,,,,,,
2017,France,Belarus,"G / AR",17,,13,5,,15,,20,10,
2017,"United Kingdom",Belarus,"G / FI",20,,13,4,,5,2,11,24,
2017,"United Kingdom",Belarus,"G / RA",,,,,,,,,,
2017,"United Kingdom",Belarus,"G / AR",,,5,1,,3,1,5,,
2017,Georgia,Belarus,"G / FI",,,2,,,,,,2,1
2017,Greece,Belarus,"G / AR",1,,1,,,,,,1,
2017,Greece,Belarus,"G / FI",,,6,,,1,1,2,4,
2017,Croatia,Belarus,"G / FI",,,1,,,,,,1,1
2017,Hungary,Belarus,"G / FI",1,,,,,1,,1,,
2017,Indonesia,Belarus,"U / FI",3,3,,,,,3,3,,
2017,Ireland,Belarus,"G / FI",1,,6,,,,,,7,
2017,Iceland,Belarus,"G / FI",2,,3,,,,4,4,1,
2017,Iceland,Belarus,"G / AR",7,,,1,,6,,7,,
2017,Israel,Belarus,"G / FA",54,,103,,,2,38,40,117,
2017,Italy,Belarus,"G / FI",21,,25,2,4,3,1,10,36,
2017,Jordan,Belarus,"U / FI",,,1,,,,,,1,1
2017,Liechtenstein,Belarus,"G / FI",3,,8,,,,9,9,2,
2017,Lithuania,Belarus,"G / FI",,,35,,,10,7,17,18,
2017,Luxembourg,Belarus,"G / AR",7,,,,,5,,5,,
2017,Luxembourg,Belarus,"G / FI",7,,15,,,,,,10,
2017,Latvia,Belarus,"G / FI",3,,5,,,3,3,6,2,
2017,"Rep. of Moldova",Belarus,"G / FI",,,1,,,,,,1,1
2017,Montenegro,Belarus,"G / FA",2,2,,,2,,,2,,
2017,Netherlands,Belarus,"G / RA",1,,14,,,,,,,
2017,Netherlands,Belarus,"G / FI",10,,103,,,7,,7,52,
2017,Norway,Belarus,"G / AR",1,,6,,,6,,6,,
2017,Norway,Belarus,"G / RA",1,,2,,,2,1,3,,
2017,Norway,Belarus,"G / FI",,,8,,,1,6,7,1,
2017,"United States of America",Belize,"G / EO",84,,59,,,12,6,18,124,
2017,"United States of America",Belize,"G / AR",21,,,,,,,,23,
2017,"United States of America",Belize,"G / IN",42,,18,2,,4,9,15,47,
2017,Brazil,Belize,"G / FI",1,,,,,,,,1,
2017,Canada,Belize,"G / AR",,,,,,,,,1,
2017,Canada,Belize,"G / FI",4,,7,3,,2,1,6,7,
2017,"Costa Rica",Belize,"G / FI",,,,,,,,,,
2017,Germany,Belize,"G / JR",1,,,,,,,,1,
2017,"United Kingdom",Belize,"G / FI",1,,,,,1,,1,,
2017,"United Kingdom",Belize,"G / RA",,,,,,,,,,
2017,"United Kingdom",Belize,"G / AR",,,1,,,2,,2,,
2017,Guatemala,Belize,"G / FI",,,2,2,,,,2,,
2017,Ireland,Belize,"G / FI",,,1,,,1,,1,,
2017,Mexico,Belize,"G / FI",3,,4,,,1,1,2,5,3
2017,Canada,Bermuda,"G / FI",1,,,,,,,,,
2017,"United Kingdom",Bermuda,"G / FI",1,,1,,,,,,,
2017,"United Kingdom",Bermuda,"G / RA",,,,,,,,,,
2017,"United Kingdom",Bermuda,"G / AR",,,,,,,,,,
2017,"South Africa","Bolivia (Plurinational State of)","G / FI",,,,,,,,,,
2017,"United States of America","Bolivia (Plurinational State of)","G / EO",81,,22,,,5,4,9,103,
2017,"United States of America","Bolivia (Plurinational State of)","G / AR",107,,,,,,7,7,111,
2017,"United States of America","Bolivia (Plurinational State of)","G / IN",105,,78,3,,1,12,16,167,
2017,Panama,"Bolivia (Plurinational State of)","G / FI",1,,,,,,,,1,1
2017,Peru,"Bolivia (Plurinational State of)","G / FI",4,,1,,,,,,5,
2017,Sweden,"Bolivia (Plurinational State of)","G / AR",10,,24,,,22,1,23,11,
2017,Sweden,"Bolivia (Plurinational State of)","G / FI",3,,16,,,5,1,6,13,
2017,Sweden,"Bolivia (Plurinational State of)","G / RA",5,,18,,,11,1,12,13,
2017,Uruguay,"Bolivia (Plurinational State of)","G / FI",1,,,,,,,,1,
2017,Argentina,"Bolivia (Plurinational State of)","G / FI",,,3,,,,,,3,
2017,Brazil,"Bolivia (Plurinational State of)","G / FI",375,5,9,2,,,,2,382,
2017,Canada,"Bolivia (Plurinational State of)","G / AR",,,1,,,1,,1,,
2017,Canada,"Bolivia (Plurinational State of)","G / FI",13,,7,5,,1,6,12,1,
2017,Switzerland,"Bolivia (Plurinational State of)","G / FI",,,,,,,,,,
2017,Chile,"Bolivia (Plurinational State of)","G / AR",1,,,,,,,,1,
2017,Chile,"Bolivia (Plurinational State of)","G / FI",20,6,1,,,,,,21,
2017,Colombia,"Bolivia (Plurinational State of)","G / FI",2,,,,,,1,1,1,
2017,"Costa Rica","Bolivia (Plurinational State of)","G / FI",,,3,,,,1,1,2,2
2017,Ecuador,"Bolivia (Plurinational State of)","G / FA",13,,1,,,,13,13,1,1
2017,Spain,"Bolivia (Plurinational State of)","G / FI",8,,16,,,3,,3,11,
2017,"United Kingdom","Bolivia (Plurinational State of)","G / FI",5,,9,,,3,2,5,7,
2017,"United Kingdom","Bolivia (Plurinational State of)","G / RA",,,,,,,,,,
2017,"United Kingdom","Bolivia (Plurinational State of)","G / AR",,,1,,,3,,3,,
2017,Greece,"Bolivia (Plurinational State of)","G / FI",1,,3,,,,3,3,1,
2017,Ireland,"Bolivia (Plurinational State of)","G / AR",,,2,,,2,,2,,
2017,Ireland,"Bolivia (Plurinational State of)","G / FI",8,,4,,,2,,2,11,
2017,Italy,"Bolivia (Plurinational State of)","G / FI",6,,4,,1,3,3,7,3,
2017,"Rep. of Korea","Bolivia (Plurinational State of)","G / FA",2,,,,,2,,2,,
2017,Mexico,"Bolivia (Plurinational State of)","G / FI",,,,,,,,,,
2017,"United States of America",Brazil,"G / EO",1071,,1538,11,,81,85,177,2538,
2017,"United States of America",Brazil,"G / AR",502,,52,4,,,61,65,799,
2017,"United States of America",Brazil,"G / IN",1998,,1087,34,,25,322,381,2715,
2017,"New Zealand",Brazil,"G / FI",6,,1,,,6,,6,1,
2017,Panama,Brazil,"G / FI",4,2,1,,,,,,5,5
2017,Peru,Brazil,"G / FI",2,,,,,,,,2,2
2017,Portugal,Brazil,"G / FI",,,15,,,5,,5,,
2017,Sweden,Brazil,"G / AR",2,,16,,,9,1,10,8,
2017,Sweden,Brazil,"G / FI",2,,17,,,12,1,13,6,
2017,Sweden,Brazil,"G / RA",2,,,,,2,,2,,
2017,Uruguay,Brazil,"G / FI",,,7,,,,,,7,3
2017,Argentina,Brazil,"G / AR",1,,1,,,1,,1,1,
2017,Argentina,Brazil,"G / FI",5,2,2,,,1,,1,6,2
2017,Australia,Brazil,"G / AR",3,,4,,,3,1,4,3,
2017,Australia,Brazil,"G / FI",16,,24,,,18,,18,22,
2017,Austria,Brazil,"G / FA",2,,1,,,,1,1,2,
2017,Belgium,Brazil,"G / FI",1,,15,,,10,,10,10,
2017,Canada,Brazil,"G / AR",,,21,1,,8,,9,28,
2017,Canada,Brazil,"G / FI",49,,363,5,,36,20,61,350,
2017,Switzerland,Brazil,"G / FI",4,,2,,,2,1,3,3,
2017,Colombia,Brazil,"G / FI",1,,,,,,1,1,,
2017,"Costa Rica",Brazil,"G / AR",1,1,2,,,1,,1,2,2
2017,"Costa Rica",Brazil,"G / FI",3,3,2,,,,1,1,4,4
2017,Germany,Brazil,"G / NA",26,,12,,2,29,2,33,3,
2017,Germany,Brazil,"G / JR",,,,,,,6,6,9,
2017,Denmark,Brazil,"G / FI",1,,2,,,,,,2,
2017,Ecuador,Brazil,"G / FA",4,,8,,,1,5,6,6,6
